InvoiceID,PayerAccountId,LinkedAccountId,RecordType,RecordId,ProductName,RateId,SubscriptionId,PricingPlanId,UsageType,Operation,AvailabilityZone,ReservedInstance,ItemDescription,UsageStartDate,UsageEndDate,UsageQuantity,BlendedRate,BlendedCost,UnBlendedRate,UnBlendedCost,ResourceId,aws:createdBy,user:Client,user:Name,user:Project,user:name
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Elastic Compute Cloud,17226766,7462653,1308456,ReadCapacityUnit-Hrs,EBS:IO-Read,us-east-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-05-01 00:00:00,2017-07-31 00:00:00,28,1,1,1,1,i-82a6351a,,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Kinesis,17226766,7462653,1308456,ReadCapacityUnit-Hrs,ListBucket,us-west-2,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-11-16 00:00:00,2018-01-15 00:00:00,5,3,3,3,3,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,AssociateAdressVPC,eu-west-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-09-22 00:00:00,2017-11-07 00:00:00,29,5,5,5,5,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Notification Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,GetObject,ap-south-1,N,$0.00 per alarm-month - first 10 alarms,2018-01-12 00:00:00,2018-01-13 00:00:00,27,10,10,10,10,i-419e25d2,AssumedRole:AROAIKUA4PI5QNMY6DARS:OpsWorks,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon DynamoDB,17226766,7462653,1308456,ReadCapacityUnit-Hrs,EBS:IO_Write,ap-southeast-2,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-05-01 00:00:00,2017-05-28 00:00:00,5,8,8,8,8,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Kinesis,17226766,7462653,1308456,ReadCapacityUnit-Hrs,PublicIP-Out,ap-northeast-2,N,$0.00 per alarm-month - first 10 alarms,2017-11-24 00:00:00,2018-01-15 00:00:00,10,11,11,11,11,i-cb647327,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Data Pipeline,17226766,7462653,1308456,ReadCapacityUnit-Hrs,PublicIP-In,us-west-2,N,$0.00 per alarm-month - first 10 alarms,2017-08-01 00:00:00,2017-10-11 00:00:00,14,3,3,3,3,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Elastic Compute Cloud,17226766,7462653,1308456,ReadCapacityUnit-Hrs,GetObject,ap-southeast-2,N,$0.00 per alarm-month - first 10 alarms,2016-11-28 00:00:00,2017-10-22 00:00:00,12,8,8,8,8,i-cb647327,,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Glacier,17226766,7462653,1308456,ReadCapacityUnit-Hrs,PublicIP-In,us-east-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-08-16 00:00:00,2017-10-05 00:00:00,6,1,1,1,1,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon DynamoDB,17226766,7462653,1308456,ReadCapacityUnit-Hrs,EBS:IO_Write,us-east-2,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-05-12 00:00:00,2017-05-23 00:00:00,0,2,2,2,2,i-cb647327,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Notification Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,CreateVolumne-Gp2,eu-west-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-07-12 00:00:00,2017-07-31 00:00:00,3,5,5,5,5,i-419e25d2,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Kinesis,17226766,7462653,1308456,ReadCapacityUnit-Hrs,ListTopics,eu-west-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-09-18 00:00:00,2017-09-28 00:00:00,2,5,5,5,5,i-82a6351a,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Glacier,17226766,7462653,1308456,ReadCapacityUnit-Hrs,CreateVolumne-Gp2,ca-central-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-06-22 00:00:00,2017-12-27 00:00:00,1,7,7,7,7,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Elastic Compute Cloud,17226766,7462653,1308456,ReadCapacityUnit-Hrs,RunInstances,us-west-2,N,$0.00 per alarm-month - first 10 alarms,2017-03-15 00:00:00,2017-06-29 00:00:00,24,3,3,3,3,i-419e25d2,,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Glacier,17226766,7462653,1308456,ReadCapacityUnit-Hrs,RunInstances:0002,ap-south-1,N,$0.00 per alarm-month - first 10 alarms,2017-12-29 00:00:00,2018-01-03 00:00:00,19,10,10,10,10,i-82a6351a,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Elastic Compute Cloud,17226766,7462653,1308456,ReadCapacityUnit-Hrs,GetObject,sa-east-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-07-21 00:00:00,2017-12-23 00:00:00,21,4,4,4,4,i-cb647327,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Storage Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,ListTopics,eu-west-2,N,$0.00 per alarm-month - first 10 alarms,2016-11-29 00:00:00,2017-08-17 00:00:00,21,6,6,6,6,i-419e25d2,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Glacier,17226766,7462653,1308456,ReadCapacityUnit-Hrs,RunInstances,ap-northeast-2,N,$0.00 per alarm-month - first 10 alarms,2017-02-01 00:00:00,2017-10-29 00:00:00,23,11,11,11,11,i-419e25d2,,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Storage Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,datapipeline,eu-west-1,N,$0.00 per alarm-month - first 10 alarms,2017-09-19 00:00:00,2017-11-22 00:00:00,11,5,5,5,5,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Notification Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,HeadBucket,ap-south-1,N,$0.00 per alarm-month - first 10 alarms,2017-07-17 00:00:00,2017-12-25 00:00:00,19,10,10,10,10,i-cb647327,,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Storage Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,PublicIP-Out,sa-east-1,N,$0.00 per alarm-month - first 10 alarms,2016-12-15 00:00:00,2017-12-11 00:00:00,8,4,4,4,4,i-cb647327,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Glacier,17226766,7462653,1308456,ReadCapacityUnit-Hrs,PublicIP-Out,eu-west-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-03-14 00:00:00,2018-01-09 00:00:00,1,5,5,5,5,i-419e25d2,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Kinesis,17226766,7462653,1308456,ReadCapacityUnit-Hrs,CreateSnapshot,us-east-1,N,$0.00 per alarm-month - first 10 alarms,2017-08-14 00:00:00,2017-12-13 00:00:00,11,1,1,1,1,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Data Pipeline,17226766,7462653,1308456,ReadCapacityUnit-Hrs,datapipeline,ap-southeast-2,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-10-31 00:00:00,2017-11-22 00:00:00,29,8,8,8,8,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,EBS:IO_Write,ap-south-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-03-29 00:00:00,2017-12-29 00:00:00,2,10,10,10,10,i-419e25d2,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,SubscriptionConfirmation,sa-east-1,N,$0.00 per alarm-month - first 10 alarms,2017-07-13 00:00:00,2017-09-15 00:00:00,20,4,4,4,4,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Kinesis,17226766,7462653,1308456,ReadCapacityUnit-Hrs,datapipeline,ca-central-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-12-29 00:00:00,2018-01-03 00:00:00,16,7,7,7,7,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Storage Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,GetObject,sa-east-1,N,$0.00 per alarm-month - first 10 alarms,2017-02-07 00:00:00,2017-08-04 00:00:00,27,4,4,4,4,i-82a6351a,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,ListSubscriptions,ap-northeast-1,N,$0.00 per alarm-month - first 10 alarms,2017-05-17 00:00:00,2017-06-03 00:00:00,0,12,12,12,12,i-cb647327,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Elastic Compute Cloud,17226766,7462653,1308456,ReadCapacityUnit-Hrs,PublicIP-Out,eu-west-1,N,$0.00 per alarm-month - first 10 alarms,2017-12-30 00:00:00,2018-01-15 00:00:00,8,5,5,5,5,i-cb647327,AssumedRole:AROAIKUA4PI5QNMY6DARS:OpsWorks,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Data Pipeline,17226766,7462653,1308456,ReadCapacityUnit-Hrs,ListBucket,ap-northeast-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-02-12 00:00:00,2017-06-25 00:00:00,15,12,12,12,12,i-82a6351a,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Storage Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,ListSubscriptions,eu-west-1,N,$0.00 per alarm-month - first 10 alarms,2017-07-21 00:00:00,2018-01-06 00:00:00,17,5,5,5,5,i-419e25d2,,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Elastic Compute Cloud,17226766,7462653,1308456,ReadCapacityUnit-Hrs,HeadObject,eu-west-2,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-12-07 00:00:00,2017-12-14 00:00:00,30,6,6,6,6,i-cb647327,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Data Pipeline,17226766,7462653,1308456,ReadCapacityUnit-Hrs,ReadACL,eu-west-2,N,$0.00 per alarm-month - first 10 alarms,2017-09-12 00:00:00,2017-09-20 00:00:00,16,6,6,6,6,i-cb647327,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Notification Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,SubscriptionConfirmation,eu-west-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-09-05 00:00:00,2017-11-15 00:00:00,17,5,5,5,5,i-419e25d2,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,PublicIP-Out,ap-northeast-1,N,$0.00 per alarm-month - first 10 alarms,2017-03-10 00:00:00,2017-05-15 00:00:00,27,12,12,12,12,i-419e25d2,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Elastic Compute Cloud,17226766,7462653,1308456,ReadCapacityUnit-Hrs,EBS:IO_Write,us-east-2,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-07-02 00:00:00,2017-07-13 00:00:00,5,2,2,2,2,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,RunInstances,ap-northeast-2,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-12-19 00:00:00,2018-01-01 00:00:00,13,11,11,11,11,i-419e25d2,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Elastic Compute Cloud,17226766,7462653,1308456,ReadCapacityUnit-Hrs,sharedHourStorage,ap-south-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2018-01-11 00:00:00,2018-01-11 00:00:00,24,10,10,10,10,i-419e25d2,,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,EBS:IO-Read,us-east-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-10-15 00:00:00,2017-10-31 00:00:00,10,1,1,1,1,arn:aws:dynamodb:us-east-1:356967975209:table/buffercounter/tableId/c150cea9-b97f-4c1e-a747-0ac9f3ae5164,AssumedRole:AROAIKUA4PI5QNMY6DARS:OpsWorks,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Notification Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,EBS:IO_Write,sa-east-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-03-13 00:00:00,2017-09-23 00:00:00,16,4,4,4,4,i-419e25d2,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,LoadBalancing,ap-southeast-1,N,$0.00 per alarm-month - first 10 alarms,2017-11-19 00:00:00,2017-12-17 00:00:00,16,9,9,9,9,i-419e25d2,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Cloud Trail,17226766,7462653,1308456,ReadCapacityUnit-Hrs,ListBucket,ca-central-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-10-22 00:00:00,2018-01-09 00:00:00,10,7,7,7,7,i-82a6351a,IAMUser:AIDAI3NEAVVC5C2TPECRO:TigerTeamUS,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Simple Notification Service,17226766,7462653,1308456,ReadCapacityUnit-Hrs,PublicIP-In,ap-southeast-2,N,$0.00 per alarm-month - first 10 alarms,2017-11-14 00:00:00,2017-11-14 00:00:00,16,8,8,8,8,i-419e25d2,,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon Data Pipeline,17226766,7462653,1308456,ReadCapacityUnit-Hrs,HeadBucket,us-west-2,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-07-17 00:00:00,2017-11-30 00:00:00,28,3,3,3,3,i-419e25d2,IAMUser:AIDAICEPRB7TZS6QBMKKC:leonid.gaiazov,,,,
88390171,3.57E+11,3.57E+11,LineItem,5.75E+25,Amazon DynamoDB,17226766,7462653,1308456,ReadCapacityUnit-Hrs,datapipeline,sa-east-1,N,$0.00 per GB - US East (Northern Virginia) data transfer from Asia Pacific (Mumbai),2017-11-03 00:00:00,2018-01-15 00:00:00,12,4,4,4,4,i-cb647327,AssumedRole:AROAIKUA4PI5QNMY6DARS:OpsWorks,,,,
